Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
P158_2_B3515A,Diepsloot I/C Bridge B,Bridge,Bridge,2011/11/24,2,P158,26.40,2022/06/30,2016/06/28,37307803.00,67726170.00,71561890.00,620000.00,33634085.00,45140,97.20,16.31,8.40,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3515B,Diepsloot I/C Bridge A,Bridge,Bridge,2011/11/24,14E,N014,26.30,2022/06/30,2016/06/28,37259143.00,63375206.00,71561890.00,668660.00,33634085.00,45140,97.20,16.31,8.40,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3517,Knoppieslaagte Road Overpass,Bridge,Bridge,2011/11/25,2,P158,29.90,2022/06/30,2016/06/28,36095825.00,67233635.00,68209020.00,54960.00,32058239.00,45140,110.70,13.65,8.70,,,,,,,,,,,,,1.00,0.53,47
P158_2_B5551,Total Petroport Pedestrian Bridge,Bridge,Bridge,2011/12/01,2,P158,17.02,2022/06/30,2016/06/27,6794554.00,11093933.00,12160400.00,15270.00,5350576.00,30100,161.60,2.50,7.40,,,,,,,,,,,,,1.00,0.56,44
P158_2_C23,Crocodile River Tributary 3,Major Culvert,Culvert Major,2011/11/30,2,P158,7.20,2022/06/30,2016/05/17,84780.00,347105.00,385414.80,152250.00,148385.00,39130,,,,,3.24,3.04,14.00,,,,,,,,,,0.615,44
P158_2_C25,Beyers Naude Dr (M5) I/C: Crocodile River Tributary 2,Major Culvert,Culvert Major,2011/11/30,2,P158,5.90,2022/06/30,2016/05/17,129993.00,211370.00,211370.40,0.00,81378.00,34240,,,,,2.53,2.44,9.00,,,,,,,,,,0.615,44
P158_2_B3304B,Malibongwe Drive (R512) Interchange Overpass,Bridge,Bridge,2011/11/29,2,P158,13.34,2022/06/30,2016/06/24,121181181.00,137705888.00,137705900.00,0.00,16524707.00,45140,136.80,22.30,8.00,,,,,,,,,,,,,1.00,0.88,12
P158_2_B3345A,R55 Ic Bridge A,Bridge,Bridge,2011/11/25,2,P158,34.70,2022/06/30,2016/06/28,19781094.00,36524957.00,37377160.00,28800.00,17567262.00,30100,92.60,13.41,7.40,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3345B,R55 Ic Bridge B,Bridge,Bridge,2011/11/25,2,P158,34.70,2022/06/30,2016/06/28,26139391.00,46493738.00,47578530.00,28800.00,21410337.00,30100,92.60,17.07,7.40,,,,,,,,,,,,,1.00,0.55,45
P66_1_B3347A,R55 I/C Ramp Bridge,Bridge,Bridge,2011/11/25,1,P66,34.70,2022/06/30,2016/06/29,15522527.00,25926995.00,28329320.00,58600.00,12748195.00,45140,46.80,13.41,10.70,,,,,,,,,,,,,1.00,0.55,45
P66_1_B3347B,R55 Ic Ramp Bridge B,Bridge,Bridge,2011/11/25,1,P66,34.70,2022/06/30,2016/06/29,14991382.00,26241450.00,28329320.00,23160.00,13314780.00,45140,46.80,13.41,9.10,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3422A,Olievenhoutbos Subway A,Bridge,Bridge,2011/11/25,2,P158,36.20,2022/06/30,2016/06/29,11798260.00,21585639.00,22593300.00,176190.00,10618850.00,30100,34.40,21.82,5.50,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3422B,Olievenhoutbos Subway B,Bridge,Bridge,2011/11/25,2,P158,36.20,2022/06/30,2016/06/29,11927870.00,22037505.00,22593300.00,46580.00,10618850.00,30100,34.40,21.82,5.50,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3348,Rooihuiskraal Overpass,Bridge,Bridge,2011/11/25,2,P158,38.60,2022/06/30,2016/06/29,14508680.00,24234394.00,27008130.00,75710.00,12423738.00,30100,64.00,14.02,6.50,,,,,,,,,,,,,1.00,0.54,46
P158_2_B3518,Monument Drive Overpass,Bridge,Bridge,2011/11/25,2,P158,32.80,2022/06/30,2016/06/28,20062301.00,37038577.00,38662400.00,428770.00,18171325.00,30100,94.10,13.65,7.30,,,,,,,,,,,,,1.00,0.53,47
P158_2_B3344,Old Johannesburg Road,Bridge,Bridge,2011/11/25,2,P158,40.70,2022/06/30,2016/06/29,23306276.00,37976827.00,42608360.00,128320.00,19173760.00,30100,86.00,16.46,6.60,,,,,,,,,,,,,1.00,0.55,45
P158_2_IDC0001,Honeydew I/C Ramp,Major Culvert,Culvert Major,2011/11/30,2,P158,5.89,2022/06/30,2016/05/17,152600.00,244954.00,248130.40,0.00,95530.00,34240,,,,,2.97,2.44,8.00,,,,,,,,,,0.615,44
P158_2_IDC0005,Local Access Road,Major Culvert,Culvert Major,2011/11/30,2,P158,9.80,2022/06/30,2016/05/17,174584.00,283876.00,283876.10,0.00,109292.00,29350,,,,,3.11,3.11,3.00,,,,,,,,,,0.615,44
P158_2_IDC0006,Local Access Road,Major Culvert,Culvert Major,2011/12/01,2,P158,10.80,2022/06/30,2016/05/17,213716.00,347505.00,347505.40,0.00,133790.00,24450,,,,,3.77,3.77,1.00,,,,,,,,,,0.615,44
P158_2_IDC0007,Local Access Road,Major Culvert,Culvert Major,2011/12/01,2,P158,11.50,2022/06/30,2016/05/17,186351.00,347360.00,349351.40,28500.00,134500.00,24450,,,,,3.78,3.78,1.00,,,,,,,,,,0.615,44
P158_2_IDC0008,Local Access Road,Major Culvert,Culvert Major,2011/12/01,2,P158,14.60,2022/06/30,2016/05/16,218275.00,354919.00,354918.70,0.00,136644.00,24450,,,,,3.81,3.81,2.00,,,,,,,,,,0.615,44
P158_2_IDC0009,Access Road at Total Petroport,Major Culvert,Culvert Major,2011/12/01,2,P158,17.73,2022/06/30,2016/05/16,321420.00,522633.00,522633.40,0.00,201214.00,24450,,,,,5.64,3.79,1.00,,,,,,,,,,0.615,44
P158_2_IDC0010,South Access at Jukskei River,Major Culvert,Culvert Major,2011/12/01,2,P158,18.34,2022/06/30,2016/05/16,176843.00,345044.00,353058.00,31020.00,145195.00,24450,,,,,3.8,3.8,2.00,,,,,,,,,,0.589,47
P158_2_IDC0011,Riversfield Road Access,Major Culvert,Culvert Major,2011/12/01,2,P158,18.94,2022/06/30,2016/05/16,193958.00,336782.00,354918.70,15000.00,145960.00,24450,,,,,3.81,3.81,1.00,,,,,,,,,,0.589,47
P158_2_IDC0012,Diepsloot Tributary,Major Culvert,Culvert Major,2011/12/01,2,P158,53.70,2022/06/30,2016/05/16,102877.00,172746.00,174738.20,0.00,71861.00,29350,,,,,2.44,2.44,5.00,,,,,,,,,,0.589,47
P158_2_IDC0013,Local Access Road,Major Culvert,Culvert Major,2011/12/01,2,P158,21.43,2022/06/30,2016/05/15,501492.00,851792.00,851791.60,0.00,350299.00,24450,,,,,4.59,7.59,1.00,,,,,,,,,,0.589,47
P158_2_IDC0014,Access Culvert for Airfield,Major Culvert,Culvert Major,2011/12/01,2,P158,28.19,2022/06/30,2016/05/16,206770.00,351202.00,351202.30,0.00,144432.00,24450,,,,,3.79,3.79,2.00,,,,,,,,,,0.589,47
P158_2_C3516,Swartbooispruit,Major Culvert,Culvert Major,2011/12/01,2,P158,28.29,2022/06/30,2016/05/16,676403.00,1150153.00,1150153.00,750.00,473000.00,29350,,,,,6.27,6.25,5.00,,,,,,,,,,0.589,47
P158_2_IDC0016,Swartbooispruit Tributary,Major Culvert,Culvert Major,2011/11/30,2,P158,30.66,2022/06/30,2016/05/16,466914.00,793060.00,793060.20,0.00,326146.00,24450,,,,,6.12,5.3,2.00,,,,,,,,,,0.589,47
P158_2_IDC0017,Rooihuiskraal Drainage,Major Culvert,Culvert Major,2012/01/17,2,P158,40.09,2022/06/30,2016/05/15,85702.00,145566.00,145565.50,0.00,59864.00,24450,,,,,2.44,2.44,1.00,,,,,,,,,,0.589,47
P158_2_IDC0018,Mona Voni I/C Culvert 1,Major Culvert,Culvert Major,2012/01/17,2,P158,34.47,2022/06/30,2016/05/15,649887.00,1103842.00,1103842.00,0.00,453955.00,29350,,,,,7.36,5.11,3.00,,,,,,,,,,0.589,47
P66_1_IDC0019,Mona Voni I/C Culvert,Major Culvert,Culvert Major,2012/01/17,1,P66,34.64,2022/06/30,2016/05/15,860401.00,1461404.00,1461404.00,0.00,601002.00,39130,,,,,7.06,5.29,11.00,,,,,,,,,,0.589,47
P66_1_IDC0020,Mona Voni I/C Culvert 3,Major Culvert,Culvert Major,2012/01/17,14E,N014,35.17,2022/06/30,2016/05/15,401112.00,777475.00,1216326.00,315000.00,500214.00,29350,,,,,8.11,5.11,3.00,,,,,,,,,,0.589,47
P158_2_IDC0021,Rietspruit Tributary,Major Culvert,Culvert Major,2011/12/01,2,P158,33.99,2022/06/30,2016/05/16,1.00,200497.00,313669.30,224340.00,128997.00,29350,,,,,4.38,2.44,4.00,,,,,,,,,,0.589,47
P158_2_IDC0022,Rietspruit Tributary,Major Culvert,Culvert Major,2012/01/17,2,P158,35.76,2022/06/30,2016/05/15,120017.00,203851.00,203851.30,0.00,83834.00,34240,,,,,2.44,2.44,7.00,,,,,,,,,,0.589,47
P158_2_IDC0023,Rietspruit Tributary,Major Culvert,Culvert Major,2012/01/17,2,P158,37.56,2022/06/30,2016/05/15,1255185.00,2131949.00,2131949.00,0.00,876764.00,29350,,,,,9.16,7.93,4.00,,,,,,,,,,0.589,47
P158_2_IDC0024,Crocodile River Tributary,Major Culvert,Culvert Major,2011/12/01,2,P158,14.30,2022/06/30,2016/05/15,99316.00,161490.00,161489.80,0.00,62174.00,24450,,,,,2.57,2.57,1.00,,,,,,,,,,0.615,44
P158_2_B2947B,Crocodile River Bridge B (WB),Bridge,Bridge,2011/11/23,2,P158,3.03,2022/06/30,2016/04/02,18813281.00,32010797.00,33624790.00,16600.00,14794907.00,45140,65.00,11.46,11.60,,,,,,,,,,,,,1.00,0.56,44
P158_2_B3298B,Driefontein Farm Access Underpass (N014WB),Bridge,Bridge,2011/11/23,2,P158,3.94,2022/06/30,2016/04/07,11511433.00,19678481.00,20597110.00,22950.00,9062729.00,45140,33.90,13.46,8.20,,,,,,,,,,,,,1.00,0.56,44
P158_2_B3512B,Jukskei River Bridge B (N014WB),Bridge,Bridge,2011/11/29,2,P158,18.45,2022/06/30,2016/06/27,44875075.00,84748816.00,84748820.00,41800.00,39831941.00,45140,114.90,16.34,21.30,,,,,,,,,,,,,1.00,0.53,47
P72_01_B3829,Road P72-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P72,10.10,2022/06/30,,,,,,,30100,24.13,70.00,0.00,,,,,,,,,,,,,1.00,0.54,46
P69_01_B4072,Road P69-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P69,8.15,2022/06/30,,,,,,,30100,20.64,57.00,0.00,,,,,,,,,,,,,1.00,0.59,41
P69_01_B4073,Road P69-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P69,6.46,2022/06/30,,,,,,,30100,28.50,41.40,0.00,,,,,,,,,,,,,1.00,0.58,42
P69_01_B4076,Road P69-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P69,5.30,2022/06/30,,,,,,,30100,11.07,75.00,0.00,,,,,,,,,,,,,1.00,0.59,41
P1_01_B4156,Road P1-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P1,,2022/06/30,,,,,,,30100,9.25,35.60,0.00,,,,,,,,,,,,,1.00,0.53,47
P156_02_B4623A,Road P156-2 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P156,,2022/06/30,,,,,,,30100,5.30,114.30,0.00,,,,,,,,,,,,,1.00,0.53,47
P156_02_B4623B,Road P156-2 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P156,,2022/06/30,,,,,,,30100,5.30,32.40,0.00,,,,,,,,,,,,,1.00,0.53,47
P159_01N_B4299A,R.W.B. Pipe over Canal,Bridge,Bridge,2000/01/01,1,P159,1.72,2022/06/30,,,,,,,30100,25.14,1.40,0.00,,,,,,,,,,,,,1.00,0.63,37
P159_01N_B4299B,Road P159-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P159,1.72,2022/06/30,,,,,,,30100,2.30,82.30,0.00,,,,,,,,,,,,,1.00,0.61,39
P41_02_B4306,Road P41-2 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P41,,2022/06/30,,,,,,,30100,10.61,25.39,0.00,,,,,,,,,,,,,1.00,0.53,47
P155_01N_B3886B,P155-1 (R57) over Vaal River,Bridge,Bridge,2000/01/01,,,,2022/06/30,,,,,,,30100,182.56,14.74,0.00,,,,,,,,,,,,,1.00,0.53,47
P156_04_B4260,Road P156-4 over Vaal River,Bridge,Bridge,2000/01/01,4,P156,,2022/06/30,,,,,,,30100,300.02,33.28,0.00,,,,,,,,,,,,,1.00,0.53,47
P156_01_B3156A,Road P156-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P156,19.70,2022/06/30,,,,,,,30100,22.86,82.92,0.00,,,,,,,,,,,,,1.00,0.54,46
P156_01_B3156B,Road P156-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P156,18.70,2022/06/30,,,,,,,30100,22.86,82.92,0.00,,,,,,,,,,,,,1.00,0.54,46
D1322_01N_B3161,D1322 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,,D1322,,2022/06/30,2016/05/17,7554398.00,13863294.00,14340840.00,46250.00,6740196.00,30100,27.70,17.20,3.25,,,,,,,,,,,,,1.00,0.53,47
P156_02_B3162,Road P156-2 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P156,12.80,2022/06/30,,,,,,,30100,17.63,126.77,0.00,,,,,,,,,,,,,1.00,0.51,49
P156_01_B3567,Road P156-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P156,9.40,2022/06/30,,,,,,,30100,10.61,88.46,0.00,,,,,,,,,,,,,1.00,0.55,45
P156_01_B3568,Road P156-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P156,13.30,2022/06/30,,,,,,,30100,45.78,108.45,0.00,,,,,,,,,,,,,1.00,0.55,45
P72_01_B3571,Road P72-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P72,5.60,2022/06/30,,,,,,,30100,9.29,53.09,0.00,,,,,,,,,,,,,1.00,0.55,45
P72_01_B3572,Road P72-1 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,1,P72,6.85,2022/06/30,,,,,,,30100,13.18,72.09,0.00,,,,,,,,,,,,,1.00,0.55,45
P156_02_B3750A,P156-2(RmpA) over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P156,,2022/06/30,,,,,,,30100,14.54,25.24,0.00,,,,,,,,,,,,,1.00,0.53,47
P156_02_B3750B,P156-2(RmpB) over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P156,,2022/06/30,,,,,,,30100,17.58,36.02,0.00,,,,,,,,,,,,,1.00,0.53,47
P156_02_B3770,Rd P156-2 over R.W.B. Pipes,Bridge,Bridge,2000/01/01,2,P156,31.28,2022/06/30,,,,,,,30100,8.37,90.09,0.00,,,,,,,,,,,,,1.00,0.59,41
P41_02_B1362,Road P41-2 over Vaal River,Bridge,Bridge,2000/01/01,1,P42,,2022/06/30,,,,,,,30100,195.20,3.05,0.00,,,,,,,,,,,,,1.00,0.53,47
D604_01N_IDB1985,NB026 over Soutpanspruit,Bridge,Bridge Cellular,2016/02/26,01N,D504,17.53,2022/06/30,2016/02/16,8067429.00,11646164.00,13895910.00,113790.00,5714694.00,24450,,,,,31.4,18.1,0.00,,,,,,,,,,0.589,47
P62_02N_IDB2066,NB034 over Stinkwaterspruit,Bridge,Bridge Cellular,2016/03/11,,,,2022/06/30,2016/02/16,7065718.00,11764697.00,12037960.00,21630.00,4950610.00,24450,,,,,22.9,21.5,0.00,,,,,,,,,,0.589,47
D1503_01N_B4870,4870 over tributary to Sandriver,Bridge,Bridge Cellular,2016/04/01,,D1503,,2022/06/30,2016/04/14,9514502.00,15040336.00,16189810.00,17250.00,6658060.00,24450,,,,,37.2,17.8,0.00,,,,,,,,,,0.589,47
D189_01N_B4107,NB042 over Kaalplaasspruit,Bridge,Bridge Cellular,2016/04/01,,D189,,2022/06/30,2016/03/14,5325901.00,8534420.00,9159068.00,66500.00,3766667.00,24450,,,,,21.2,17.67,0.00,,,,,,,,,,0.589,47
P1_03N_B5499,5499 over tributary to Apies River,Bridge,Bridge Cellular,2016/04/01,,,,2022/06/30,2016/03/15,23351288.00,36657227.00,39702400.00,23500.00,16327612.00,24450,,,,,48.4,33.55,0.00,,,,,,,,,,0.589,47
D2767_01N_B279,Wilge river bridge,Bridge,Bridge Cellular,2016/04/01,,D2767,,2022/06/30,2016/02/25,1292252.00,2128721.00,2210280.00,9050.00,908978.00,24450,,,,,22.6,4,0.00,,,,,,,,,,0.589,47
P230_01N_B4689,4688 over Sand River,Bridge,Bridge Cellular,2016/04/01,1,P230,,2022/06/30,2016/03/12,9012802.00,14713602.00,15368290.00,35280.00,6320210.00,24450,,,,,29.1,21.6,0.00,,,,,,,,,,0.589,47
D2758_01N_B5513,5513 over tributary to Sand river,Bridge,Bridge Cellular,2016/04/01,,D2758,,2022/06/30,2016/03/12,10231828.00,16162183.00,17397400.00,10890.00,7154680.00,24450,,,,,26.6,26.75,0.00,,,,,,,,,,0.589,47
D2572_01N_B5262,Wilgespruit Bridge,Bridge,Bridge Cellular,2016/04/15,,D2572,,2022/06/30,2016/04/02,8840500.00,14766705.00,15022080.00,3750.00,6177830.00,24450,,,,,16,38.4,0.00,,,,,,,,,,0.589,47
D400_01N_B4399,Kwaggasfontein Bridge 4399,Bridge,Bridge Cellular,2016/04/15,,D400,,2022/06/30,2016/04/01,13667249.00,22247371.00,23237280.00,13700.00,9556331.00,24450,,,,,36,26.4,0.00,,,,,,,,,,0.589,47
P16_01N_B3370,Kwaggasfontein Bridge 3370,Bridge,Bridge Cellular,2016/04/15,1,P16,,2022/06/30,2016/04/01,14879759.00,24699769.00,25273480.00,0.00,10393717.00,24450,,,,,23.6,43.8,0.00,,,,,,,,,,0.589,47
K13_01N_IDB2546,K13 over Wonderfonteinspruit,Bridge,Bridge Cellular,2016/04/15,,,,2022/06/30,2016/03/30,8669633.00,12995666.00,14756060.00,18000.00,6068431.00,24450,,,,,32.8,18.4,0.00,,,,,,,,,,0.589,47
D1027_01N_B3073,Nooitgedacht Bridge B1,Bridge,Bridge Cellular,2016/04/22,,D1027,,2022/06/30,2016/04/04,7567966.00,12640552.00,13203000.00,205300.00,5429734.00,24450,,,,,40,13.5,0.00,,,,,,,,,,0.589,47
D1027_01N_B3074,Nooitgedacht Bridge B2,Bridge,Bridge Cellular,2016/04/22,,D1027,,2022/06/30,2016/04/04,7377088.00,11720450.00,12616200.00,50700.00,5188412.00,24450,,,,,40,12.9,0.00,,,,,,,,,,0.589,47
D2244_01N_IDB1477,D2244 over stream,Bridge,Bridge Cellular,2016/05/16,,,,2022/06/30,2016/04/27,3688622.00,6306144.00,6306144.00,24120.00,2593402.00,24450,,,,,20.8,12.4,0.00,,,,,,,,,,0.589,47
D766_01N_B4233,Cellular Bridge on R550,Bridge,Bridge Cellular,2016/05/16,,D766,,2022/06/30,2016/04/19,10169387.00,16883241.00,17275390.00,1500.00,7104505.00,24450,,,,,38.4,18.4,0.00,,,,,,,,,,0.589,47
D766_01N_B4234,D766 (R550) over Rietspruit,Bridge,Bridge Cellular,2016/05/16,,D766,,2022/06/30,2016/04/19,9202971.00,15831424.00,15831420.00,117780.00,6510673.00,24450,,,,,34.7,18.66,0.00,,,,,,,,,,0.589,47
D1520_01N_B3897,D1520-01,Bridge,Bridge Cellular,2016/05/16,,D1520,,2022/06/30,2016/04/19,5747781.00,9568764.00,9848460.00,50500.00,4050179.00,24450,,,,,26.5,15.2,0.00,,,,,,,,,,0.589,47
P73_01N_B2842,Cellular Bridge on R553 Golden Highway,Bridge,Bridge Cellular,2016/05/16,1,P73,,2022/06/30,2016/04/19,36765051.00,46547912.00,46547910.00,7800.00,9775061.00,24450,,,,,38,50.1,0.00,,,,,,,,,,0.79,24
P69_01N_B428,Olifantsvlei,Bridge,Bridge Cellular,2016/05/17,1,P69,,2022/06/30,2016/04/26,10233112.00,15541215.00,17704730.00,190550.00,7281072.00,24450,,,,,34.4,21.05,0.00,,,,,,,,,,0.589,47
K146_01N_B5507,K146 over river,Bridge,Bridge Cellular,2016/05/17,,D1484,,2022/06/30,2016/04/27,2773784.00,6357000.00,6357000.00,968900.00,2614316.00,24450,,,,,20,13,0.00,,,,,,,,,,0.589,47
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,2016/05/17,1,P4,,2022/06/30,2016/04/28,3878395.00,6189456.00,6745266.00,92880.00,2773991.00,24450,,,,,20.9,13.2,0.00,,,,,,,,,,0.589,47
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,2016/05/17,1,P45,,2022/06/30,2016/04/21,5125316.00,8620641.00,8769726.00,37860.00,3606550.00,24450,,,,,24.4,14.7,0.00,,,,,,,,,,0.589,47
P45_01N_B433A,P45/1-02 S-Bound - South bound R28,Bridge,Bridge Cellular,2016/05/17,1,P45,,2022/06/30,2016/04/21,5156426.00,8620641.00,8769726.00,6750.00,3606550.00,24450,,,,,24.4,14.7,0.00,,,,,,,,,,0.589,47
P162_01N_IDB1808,P162/1 over Rietspruit tributary,Bridge,Bridge Cellular,2016/05/17,,,,2022/06/30,2016/04/19,4035294.00,6885120.00,6885120.00,18320.00,2831506.00,24450,,,,,16,17.6,0.00,,,,,,,,,,0.589,47
P1_01N_B3691,Klip River - R82,Bridge,Bridge Cellular,2016/05/17,1,P1,,2022/06/30,2016/04/26,73797508.00,112960900.00,125428500.00,48520.00,51582468.00,24450,,,,,114,45,0.00,,,,,,,,,,0.589,47
D1321_01N_B4389,Road D1321 over river,Bridge,Bridge Cellular,2016/06/02,,D1321,9.00,2022/06/30,2016/05/18,3531555.00,5282201.00,5364819.00,2520.00,1830744.00,24450,,,,,15.9,13.8,0.00,,,,,,,,,,0.659,39
P156_02N_B3643,Bridge on Sybrand Van Niekerk Freeway (R59),Bridge,Bridge Cellular,2016/06/03,2,P156,31.80,2022/06/30,2016/05/13,29583785.00,49904521.00,50261380.00,7600.00,20669991.00,24450,,,,,25.6,80.3,0.00,,,,,,,,,,0.589,47
D1240_01N_B3404,Road D1240 over river,Bridge,Bridge Cellular,2016/06/03,,D1240,1.00,2022/06/30,2016/05/17,1531972.00,2448972.00,2620062.00,10590.00,1077500.00,24450,,,,,9.4,11.4,0.00,,,,,,,,,,0.589,47
D1240_01N_B3402,Road D1240 over stream and cattle creep,Bridge,Bridge Cellular,2016/06/03,,D1240,1.00,2022/06/30,2016/05/17,2665402.00,4499230.00,4577040.00,29330.00,1882308.00,24450,,,,,9.6,19.5,0.00,,,,,,,,,,0.589,47
D1240_01N_B3405,Road D1240 over river,Bridge,Bridge Cellular,2016/06/03,,D1240,1.00,2022/06/30,2016/05/17,1840772.00,3088231.00,3178500.00,30570.00,1307158.00,24450,,,,,10,13,0.00,,,,,,,,,,0.589,47
P243_01N_B4948,Road P243/1 over agricultural and stream,Bridge,Bridge Cellular,2016/06/03,1,P243,1.00,2022/06/30,2016/05/18,1755175.00,2896523.00,2981189.00,0.00,1226014.00,24450,,,,,13.7,8.9,0.00,,,,,,,,,,0.589,47
D1321_01N_B4406,Road D1321 over river,Bridge,Bridge Cellular,2016/06/03,,D1321,14.00,2022/06/30,2016/05/18,3213666.00,5370003.00,5476800.00,10800.00,2252334.00,24450,,,,,16,14,0.00,,,,,,,,,,0.589,47
D478_01N_B4268,Road D478 over river,Bridge,Bridge Cellular,2016/06/03,,D478,12.00,2022/06/30,2016/05/19,4658890.00,7696821.00,7921800.00,5070.00,3257840.00,24450,,,,,20,16.2,0.00,,,,,,,,,,0.589,47
P73_01N_B3689A,Cellular Bridge over stream,Bridge,Bridge Cellular,2016/06/03,1,P73,24.30,2022/06/30,2016/05/10,100453926.00,163398860.00,170776400.00,90680.00,70231794.00,24450,,,,,130.8,53.4,0.00,,,,,,,,,,0.589,47
P156_02N_B3178,Cellular bridge on R59,Bridge,Bridge Cellular,2016/06/03,2,P156,0.80,2022/06/30,2016/05/12,25752378.00,43765500.00,43765500.00,14560.00,17998562.00,24450,,,,,20,89.5,0.00,,,,,,,,,,0.589,47
P6_02N_IDB1034,P6/2 over Rietspruit Tributary,Bridge,Bridge Cellular,2016/07/01,02N,P6,10.30,2022/06/30,2016/06/02,11602500.00,19165085.00,19725280.00,10760.00,8112022.00,24450,,,,,16.6,48.6,0.00,,,,,,,,,,0.589,47
P6_02N_B3682,Road over stream - Klipfontein Stream,Bridge,Bridge Cellular,2016/07/01,2,P6,0.90,2022/06/30,2016/05/31,9077165.00,14381478.00,15623550.00,121200.00,6425185.00,24450,,,,,14.2,45,0.00,,,,,,,,,,0.589,47
P38_01N_B463,Birchleigh Bridge,Bridge,Bridge Cellular,2016/07/01,01N,P38,35.70,2022/06/30,2016/06/09,3581225.00,5580124.00,6128637.00,27010.00,2520402.00,24450,,,,,16.6,15.1,0.00,,,,,,,,,,0.589,47
P91_01N_B4647,Modderfontein River Bridge,Bridge,Bridge Cellular,2016/07/01,1,P91,8.90,2022/06/30,2016/06/09,4318772.00,7232005.00,7667520.00,195480.00,3153268.00,24450,,,,,56,5.6,0.00,,,,,,,,,,0.589,47
P67_01N_B4573,Du Rand Road,Bridge,Bridge Cellular,2016/07/01,1,P67,17.70,2022/06/30,2016/06/01,3781920.00,5868000.00,5868000.00,32280.00,2053800.00,24450,,,,,20,12,0.00,,,,,,,,,,0.65,40
P103_01N_B2461,Sands River Bridge,Bridge,Bridge Cellular,2016/07/07,1,P103,15.25,2022/06/30,2016/06/24,22939877.00,24360635.00,25672500.00,37010.00,2695613.00,24450,,,,,60,17.5,0.00,,,,,,,,,,0.895,12
P158_2_B3351,Rietspruit Bridge,Bridge,Bridge Cellular,2016/07/07,2,P158,36.30,2022/06/30,2016/06/29,33082854.00,53848751.00,56244780.00,31260.00,23130666.00,24450,,,,,21.3,108,0.00,,,,,,,,,,0.589,47
D51_01N_B2161,CASTERNHOFF RIVER BRIDGE (ALLENDALE ROAD),Bridge,Bridge Cellular,2016/07/20,,D51,10.80,2022/06/30,2016/06/22,14857264.00,20572431.00,25770300.00,315000.00,10598036.00,24450,,,,,62,17,0.00,,,,,,,,,,0.589,47
P66_01N_B5539,OLIVENHOUTBOSCH BRIDGE,Bridge,Bridge Cellular,2016/07/21,1,P66,13.50,2022/06/30,2016/06/25,7115621.00,11637423.00,12264120.00,104880.00,5043619.00,24450,,,,,24,20.9,0.00,,,,,,,,,,0.589,47
P1_02N_B5470,RIET RIVER BRIDGE,Bridge,Bridge Cellular,2016/07/21,2,P1,26.50,2022/06/30,2016/06/25,5906029.00,8806401.00,10122300.00,53475.00,4162796.00,24450,,,,,23,18,0.00,,,,,,,,,,0.589,47
K109_01N_B5137,Unknown,Bridge,Bridge Cellular,2016/07/21,1,P109,4.90,2022/06/30,2016/06/23,9032271.00,14309852.00,15403500.00,36540.00,6334689.00,24450,,,,,21,30,0.00,,,,,,,,,,0.589,47
